icgc_donor_id	project_code	icgc_specimen_id	icgc_sample_id	submitted_sample_id	submitted_matched_sample_id	variant_type	sv_id	placement	annotation	interpreted_annotation	chr_from	chr_from_bkpt	chr_from_strand	chr_from_range	chr_from_flanking_seq	chr_to	chr_to_bkpt	chr_to_strand	chr_to_range	chr_to_flanking_seq	assembly_version	sequencing_strategy	microhomology_sequence	non_templated_sequence	evidence	quality_score	probability	zygosity	verification_status	verification_platform	gene_affected_by_bkpt_from	gene_affected_by_bkpt_to	transcript_affected_by_bkpt_from	transcript_affected_by_bkpt_to	bkpt_from_context	bkpt_to_context	gene_build_version	platform	experimental_protocol	base_calling_algorithm	alignment_algorithm	variation_calling_algorithm	other_analysis_algorithm	seq_coverage	raw_data_repository	raw_data_accession
DO936	BOCA-UK	SP1872	SA6054	PD7299a	PD7299b	inversion	CGP_stsm_3475	1	chr12:g48380177_48380247inv	chr12:g48380177_chr12:o48380247bkpt	12	48380177	1			12	48380247	-1			GRCh37	WXS	A						not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000038
DO910	BOCA-UK	SP1846	SA6015	PD6754a	PD6754b	tandem duplication	CGP_stsm_3466	1	chr12:g48391733_48394684dup	chr12:go48391733_chr12:o48394684bkpt	12	48391733	-1			12	48394684	-1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000038
DO910	BOCA-UK	SP1846	SA6015	PD6754a	PD6754b	inversion	CGP_stsm_3468	1	chr12:g48374948_48375033inv	chr12:g48374948_chr12:o48375033bkpt	12	48374948	1			12	48375033	-1			GRCh37	WXS	G						not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000038
DO910	BOCA-UK	SP1846	SA6015	PD6754a	PD6754b	reciprocal translocation	CGP_stsm_3467	1	chr1:go29002278_chr12:48371746bkpt	chr1:go29002278_chr12:48371746bkpt	1	29002278	-1			12	48371746	1			GRCh37	WXS	G						not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000038
DO910	BOCA-UK	SP1846	SA6015	PD6754a	PD6754b	tandem duplication	CGP_stsm_3465	1	chr12:g48371114_48371338dup	chr12:go48371114_chr12:o48371338bkpt	12	48371114	-1			12	48371338	-1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000038
DO910	BOCA-UK	SP1846	SA6015	PD6754a	PD6754b	reciprocal translocation	CGP_stsm_3469	1	chr8:go67899394_chr12:o48371697bkpt	chr8:go67899394_chr12:o48371697bkpt	8	67899394	-1			12	48371697	-1			GRCh37	WXS	CC						not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000038
DO894	BOCA-UK	SP1830	SA5991	PD6746a	PD6746b	tandem duplication	CGP_stsm_3464	1	chr12:g48387252_48391171dup	chr12:go48387252_chr12:o48391171bkpt	12	48387252	-1			12	48391171	-1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000038
DO886	BOCA-UK	SP1821	SA5970	PD6362a	PD6362b	reciprocal translocation	CGP_stsm_3463	1	chr7:g130576677_chr12:48371508bkpt	chr7:g130576677_chr12:48371508bkpt	7	130576677	1			12	48371508	1			GRCh37	WXS	CCC						not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000038
DO886	BOCA-UK	SP1821	SA5970	PD6362a	PD6362b	reciprocal translocation	CGP_stsm_3462	1	chr12:g48371532_chrX:121336699bkpt	chr12:g48371532_chrX:121336699bkpt	12	48371532	1			X	121336699	1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000038
DO885	BOCA-UK	SP1820	SA5967	PD6361a	PD6361b	tandem duplication	CGP_stsm_3461	1	chr12:g48367693_48368622dup	chr12:go48367693_chr12:o48368622bkpt	12	48367693	-1			12	48368622	-1			GRCh37	WXS	C						not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000038
DO884	BOCA-UK	SP1819	SA5964	PD6360a	PD6360b	deletion	CGP_stsm_3459	1	chr12:g48366923_48384475del	chr12:g48366923_chr12:48384475bkpt	12	48366923	1			12	48384475	1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000038
DO884	BOCA-UK	SP1819	SA5964	PD6360a	PD6360b	inversion	CGP_stsm_3460	1	chr12:g48383504_48388752inv	chr12:go48383504_chr12:48388752bkpt	12	48383504	-1			12	48388752	1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000038
DO889	BOCA-UK	SP1824	SA5979	PD6366a	PD6366b	insertion	CGP_indel_3306	1	chr7:g.150774724_150775845ins	chr7:g.150774724_150775845ins	7	150774724	1			7	150775845	1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	split-read mapping implemented as a modification of the Pindel algorithm http://gmt.genome.wustl.edu/pindel/current/			EGA	EGAS00001000038
DO870	BOCA-UK	SP1805	SA5924	PD6341a	PD6341b	insertion	CGP_indel_3304	1	chr6:g.18218045_18219384ins	chr6:g.18218045_18219384ins	6	18218045	1			6	18219384	1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	split-read mapping implemented as a modification of the Pindel algorithm http://gmt.genome.wustl.edu/pindel/current/			EGA	EGAS00001000038
DO994	BOCA-UK	SP1931	SA6115	PD9611a	PD9611b	deletion	CGP_stsm_3492	1	chr12:g48362333_48381354del	chr12:g48362333_chr12:48381354bkpt	12	48362333	1			12	48381354	1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000277
DO994	BOCA-UK	SP1931	SA6115	PD9611a	PD9611b	deletion	CGP_stsm_3493	1	chr12:g48375600_48389181del	chr12:g48375600_chr12:48389181bkpt	12	48375600	1			12	48389181	1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000277
DO997	BOCA-UK	SP1934	SA6118	PD9616a	PD9616b	tandem duplication	CGP_stsm_3494	1	chr12:g48369820_48370033dup	chr12:go48369820_chr12:o48370033bkpt	12	48369820	-1			12	48370033	-1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000277
DO982	BOCA-UK	SP1919	SA6103	PD9390a	PD9390b	tandem duplication	CGP_stsm_3490	1	chr12:g48382598_48386035dup	chr12:go48382598_chr12:o48386035bkpt	12	48382598	-1			12	48386035	-1			GRCh37	WXS	G						not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000277
DO982	BOCA-UK	SP1919	SA6103	PD9390a	PD9390b	tandem duplication	CGP_stsm_3491	1	chr12:g48388695_48391453dup	chr12:go48388695_chr12:o48391453bkpt	12	48388695	-1			12	48391453	-1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000277
DO970	BOCA-UK	SP1907	SA6091	PD9048a	PD9048b	inversion	CGP_stsm_3489	1	chr12:g48369322_48374340inv	chr12:go48369322_chr12:48374340bkpt	12	48369322	-1			12	48374340	1			GRCh37	WXS	G						not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000277
DO961	BOCA-UK	SP1898	SA6084	PD9042a	PD9042b	tandem duplication	CGP_stsm_3488	1	chr12:g48372489_48372829dup	chr12:go48372489_chr12:o48372829bkpt	12	48372489	-1			12	48372829	-1			GRCh37	WXS	AA						not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000277
DO952	BOCA-UK	SP1889	SA6075	PD9038a	PD9038b	reciprocal translocation	CGP_stsm_3483	1	chr12:go48386657_chr17:o62108020bkpt	chr12:go48386657_chr17:o62108020bkpt	12	48386657	-1			17	62108020	-1			GRCh37	WXS	A						not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000277
DO958	BOCA-UK	SP1895	SA6081	PD9041a	PD9041b	deletion	CGP_stsm_3484	1	chr12:g48374130_48375105del	chr12:g48374130_chr12:48375105bkpt	12	48374130	1			12	48375105	1			GRCh37	WXS	GG						not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000277
DO958	BOCA-UK	SP1895	SA6081	PD9041a	PD9041b	inversion	CGP_stsm_3486	1	chr12:g48374161_48378942inv	chr12:go48374161_chr12:48378942bkpt	12	48374161	-1			12	48378942	1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000277
DO958	BOCA-UK	SP1895	SA6081	PD9041a	PD9041b	inversion	CGP_stsm_3487	1	chr12:g48378908_48389302inv	chr12:g48378908_chr12:o48389302bkpt	12	48378908	1			12	48389302	-1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000277
DO958	BOCA-UK	SP1895	SA6081	PD9041a	PD9041b	deletion	CGP_stsm_3485	1	chr12:g48375076_48389334del	chr12:g48375076_chr12:48389334bkpt	12	48375076	1			12	48389334	1			GRCh37	WXS							not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000277
DO940	BOCA-UK	SP1876	SA6060	PD7301a	PD7301b	deletion	CGP_stsm_3481	1	chr12:g48363457_48370309del	chr12:g48363457_chr12:48370309bkpt	12	48363457	1			12	48370309	1			GRCh37	WXS	A						not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000038
DO942	BOCA-UK	SP1878	SA6063	PD7302a	PD7302b	deletion	CGP_stsm_3482	1	chr12:g48377189_48378382del	chr12:g48377189_chr12:48378382bkpt	12	48377189	1			12	48378382	1			GRCh37	WXS	CCT						not tested									Illumina HiSeq			BWA http://bio-bwa.sourceforge.net	Brass http://www.nature.com/ng/journal/v45/n8/full/ng.2668.html#ref23			EGA	EGAS00001000038
