ID	Symbol	Chromosome	Start	End	CPCG0268	CPCG0366	CPCG0255	CPCG0258	CPCG0324	CPCG0246	CPCG0342	CPCG0336	CPCG0339	CPCG0331	CPCG0346	CPCG0365	CPCG0345
NM_001146685	TMEM88B	1	1361507	1363167	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_199121	VWA1	1	1370902	1378262	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_001039211	ATAD3C	1	1385068	1405538	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_031921	ATAD3B	1	1407163	1431582	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_018188	ATAD3A	1	1447522	1470067	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_001114748	TMEM240	1	1470157	1475740	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_014188	SSU72	1	1477052	1510262	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_001242659	C1orf233	1	1533387	1535476	0	-1	0	0	0	1	0	1	-1	0	1	1	0
NR_033183	MIB2	1	1550794	1565990	0	-1	0	0	0	1	0	1	-1	0	1	1	0
NM_006983	MMP23B	1	1567559	1570030	0	-1	0	0	0	1	0	1	-1	0	1	1	0
NR_002946	MMP23A	1	1568158	1570027	0	-1	0	0	0	1	0	1	-1	0	1	1	0
NM_033486	CDK11B	1	1571099	1655775	0	-1	0	0	0	1	0	1	-1	0	1	1	0
NM_001110781	SLC35E2B	1	1592938	1624243	0	-1	0	0	0	1	0	1	-1	0	1	1	0
NM_024011	CDK11A	1	1634169	1655791	0	-1	0	0	0	1	0	1	-1	0	1	1	0
NM_182838;NM_001199787	SLC35E2	1	1656276	1677438	0	-1	0	0	0	1	0	1	-1	0	1	1	0
NM_023018;NM_001198993;NM_001198994	NADK	1	1682670	1711508	0	-1	0	0	0	1	0	1	-1	0	1	1	0
NM_002074	GNB1	1	1716724	1822526	0	1	0	0	0	1	0	1	-1	0	1	1	0
NM_138705	CALML6	1	1846265	1848733	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_178545	TMEM52	1	1849028	1850740	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_001080484	KIAA1751	1	1884751	1935276	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_000815	GABRD	1	1950767	1962192	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_002744	PRKCZ	1	1981908	2116834	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_001256945;NM_001146310;NR_046424	C1orf86	1	2115898	2144159	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_003036	SKI	1	2160133	2241652	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_024848	MORN1	1	2252695	2322993	0	1	0	0	0	1	0	1	1	0	1	1	0
NR_024489	LOC100129534	1	2281852	2284100	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_007033	RER1	1	2323213	2336885	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_002617	PEX10	1	2336240	2344010	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_014638	PLCH2	1	2407753	2436964	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_018216	PANK4	1	2439974	2458035	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_001010926	HES5	1	2460183	2461684	0	1	0	0	0	1	0	1	1	0	1	1	0
NR_026927	LOC115110	1	2481358	2484284	0	1	0	0	0	1	0	1	1	0	1	1	0
NR_037844	LOC100133445	1	2487207	2488450	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_003820	TNFRSF14	1	2487804	2495267	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_001195737;NR_036638	FAM213B	1	2517898	2522908	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_033467	MMEL1	1	2522080	2564481	0	1	0	0	0	1	0	1	1	0	1	1	0
NM_001242672	TTC34	1	2572806	2706230	0	1	1	0	0	1	0	1	1	0	1	1	1
NM_080431	ACTRT2	1	2938045	2939467	0	1	1	0	0	1	0	1	1	0	1	1	1
NR_024371;NR_015440	FLJ42875	1	2976180	2984289	0	1	1	0	0	1	0	1	1	0	1	1	1
NM_022114	PRDM16	1	2985741	3355185	0	1	1	0	0	1	0	1	1	0	1	1	1
NR_036215	MIR4251	1	3044538	3044599	0	1	1	0	0	1	0	1	1	0	1	1	1
NM_014448	ARHGEF16	1	3371146	3397677	0	1	1	0	0	1	0	1	1	0	1	1	1
NM_001409	MEGF6	1	3404505	3528059	0	1	1	0	0	1	0	1	1	0	1	1	1
NR_030277	MIR551A	1	3477259	3477354	0	1	1	0	0	1	0	1	1	0	1	1	1
NM_182752	TPRG1L	1	3541555	3546694	0	1	1	0	0	1	0	1	1	0	1	1	1
NM_017818	WRAP73	1	3547330	3566671	0	1	1	0	0	1	0	1	1	0	1	0	1
NM_001204190;NM_001204186	TP73	1	3569128	3652765	0	1	0	0	0	1	0	1	1	0	1	0	0
NR_033709	TP73-AS1	1	3652547	3663937	0	1	0	0	0	1	0	1	1	0	1	0	0
NM_152492	CCDC27	1	3668964	3688209	0	1	0	0	0	1	0	1	1	0	-1	0	0
NM_001163724	SMIM1	1	3689351	3692546	0	1	0	0	0	1	0	1	1	0	-1	0	0
NM_020710	LRRC47	1	3696783	3713068	0	1	0	0	0	1	0	1	1	0	-1	0	0
NM_014704	CEP104	1	3728644	3773797	0	-1	0	0	0	-1	0	0	-1	0	-1	0	0
NM_004402	DFFB	1	3773844	3801993	0	-1	0	0	0	-1	0	0	-1	0	-1	0	0
NM_207356	C1orf174	1	3805696	3816857	0	-1	0	0	0	-1	0	0	-1	0	-1	0	0
NR_024455	LOC100133612	1	3816967	3832011	0	-1	0	0	0	0	0	0	-1	0	-1	0	0
NR_040065	LOC728716	1	4000671	4012643	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_027088	LOC284661	1	4472110	4484744	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_018836	AJAP1	1	4715104	4843851	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_039612	MIR4417	1	5624130	5624203	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_039838	MIR4689	1	5922731	5922801	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015102	NPHP4	1	5922869	6052533	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001199863;NM_001199862;NM_001199861	KCNAB2	1	6052357	6161253	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015557	CHD5	1	6161846	6240194	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000983	RPL22	1	6245079	6259679	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_207396	RNF207	1	6266188	6281359	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_012405	ICMT	1	6281252	6296044	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024598	HES3	1	6304251	6305638	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_207370	GPR153	1	6307405	6321035	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_007274	ACOT7	1	6324331	6453826	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_019089	HES2	1	6475293	6479979	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_031475	ESPN	1	6484847	6521004	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_036218	MIR4252	1	6489893	6489956	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_148970	TNFRSF25	1	6521213	6526255	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001265592;NM_001042663;NM_198681	PLEKHG5	1	6526151	6580121	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_024654	NOL9	1	6581406	6614658	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_177540	TAS1R1	1	6615337	6639817	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005341	ZBTB48	1	6640062	6649340	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_014851	KLHL21	1	6650783	6662929	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_153812	PHF13	1	6673755	6684093	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001195753;NM_138350	THAP3	1	6684924	6695646	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_018198	DNAJC11	1	6694227	6761966	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015215	CAMTA1	1	6845383	7829766	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004781	VAMP3	1	7831328	7841492	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_016831	PER3	1	7844762	7905237	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_006786;NM_021995	UTS2	1	7907671	7913551	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001561	TNFRSF9	1	7975930	8003225	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_007262	PARK7	1	8021713	8045342	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_018948	ERRFI1	1	8071778	8086393	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001080397	SLC45A1	1	8384389	8404227	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_012102	RERE	1	8412463	8877699	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001428	ENO1	1	8921058	8939151	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_038351	ENO1-AS1	1	8938893	8939943	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001215	CA6	1	9005892	9035148	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_207420	SLC2A7	1	9063358	9086404	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001135585;NM_003039	SLC2A5	1	9097004	9129887	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_024980	GPR157	1	9164475	9189229	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_029610	MIR34A	1	9211726	9211836	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004285	H6PD	1	9294862	9331394	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_025106	SPSB1	1	9352940	9429590	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_032315	SLC25A33	1	9599527	9642831	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001130924	TMEM201	1	9648931	9674935	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005026	PIK3CD	1	9711789	9789172	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_027045	C1orf200	1	9712667	9714644	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_014944	CLSTN1	1	9789078	9884550	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012329	CTNNBIP1	1	9908333	9970316	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_032368	LZIC	1	9989775	10002826	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_022787	NMNAT1	1	10003485	10045556	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_052960	RBP7	1	10057254	10076078	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105562	UBE4B	1	10093040	10241296	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_183416;NM_015074	KIF1B	1	10270763	10441661	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002631	PGD	1	10459084	10480201	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_199294	APITD1	1	10490158	10502872	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_037187;NM_199006	APITD1-CORT	1	10490158	10512060	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001302	CORT	1	10509775	10512060	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004401	DFFA	1	10520602	10532613	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004565	PEX14	1	10535002	10690815	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001079843	CASZ1	1	10696665	10856733	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001170754	C1orf127	1	11006529	11042094	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_007375	TARDBP	1	11072678	11085549	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_006610	MASP2	1	11086579	11107296	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003132	SRM	1	11114648	11120091	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002685	EXOSC10	1	11126675	11159938	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004958	MTOR	1	11166587	11322608	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_046600	MTOR-AS1	1	11203954	11209595	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_021146	ANGPTL7	1	11249397	11256038	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_013319	UBIAD1	1	11333254	11348491	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_020780	PTCHD2	1	11539294	11597640	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_012168	FBXO2	1	11708417	11714888	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_033182;NM_183412	FBXO44	1	11714431	11723384	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_018438	FBXO6	1	11724149	11734409	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_006341;NM_001127325	MAD2L2	1	11734536	11751678	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_198545	DRAXIN	1	11751780	11780336	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_020350	AGTRAP	1	11796141	11810828	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005957	MTHFR	1	11845786	11866160	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	-1
NM_001286	CLCN6	1	11866152	11903201	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	-1
NR_037806	NPPA-AS1	1	11900375	11907673	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	-1
NM_006172	NPPA	1	11905766	11907840	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	-1
NM_002521	NPPB	1	11917520	11918992	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	-1
NM_138346	KIAA2013	1	11979644	11986485	0	0	0	0	0	0	0	0	-1	-1	0	0	-1
NM_000302	PLOD1	1	11994723	12035599	0	0	0	0	0	0	0	0	-1	-1	0	0	-1
NM_014874	MFN2	1	12040237	12073572	0	0	0	0	0	0	0	0	-1	-1	0	0	-1
NM_021933	MIIP	1	12079298	12092106	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001243	TNFRSF8	1	12123433	12204264	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001066	TNFRSF1B	1	12227059	12269277	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_039775	MIR4632	1	12251761	12251839	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015378	VPS13D	1	12290112	12572098	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_003022	SNORA59B	1	12567299	12567451	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_003025	SNORA59A	1	12567299	12567451	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004753	DHRS3	1	12627938	12677820	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013630	AADACL4	1	12704565	12727097	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001103169	AADACL3	1	12776117	12788726	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_152290	C1orf158	1	12806162	12821102	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001080830	PRAMEF12	1	12834983	12838048	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_023013	PRAMEF1	1	12851545	12856777	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001146344	PRAMEF11	1	12884467	12891264	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001146181	LOC649330	1	12907235	12908237	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013631	HNRNPCL1	1	12907260	12908578	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_023014	PRAMEF2	1	12916940	12921764	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001009611	PRAMEF4	1	12939032	12946025	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001039361	PRAMEF10	1	12952726	12958094	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012276	PRAMEF8	1	12976449	12980568	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012277	PRAMEF7	1	12977512	12980233	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001100631	PRAMEF22	1	13035542	13038381	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013407	PRAMEF5	1	13108513	13117751	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001136561	LOC440563	1	13182959	13184326	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013692	PRAMEF3	1	13328195	13331692	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001010889	PRAMEF6	1	13359832	13368936	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098376	PRAMEF15	1	13421175	13428190	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001010890	PRAMEF9	1	13421175	13428191	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099854	PRAMEF14	1	13447413	13452656	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024661	PRAMEF13	1	13447413	13452656	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099850	PRAMEF18	1	13474052	13477569	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099790	PRAMEF19	1	13474052	13477569	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001045480	PRAMEF16	1	13495253	13498259	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099852	PRAMEF20	1	13516065	13526943	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001100114	PRAMEF21	1	13521962	13526943	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099851	PRAMEF17	1	13716087	13719064	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001010847	LRRC38	1	13801444	13840242	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_006474	PDPN	1	13910251	13944452	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015866;NM_012231;NM_001135610	PRDM2	1	14026734	14151574	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001018000;NM_201628	KAZN	1	14925212	15444544	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_027136	C1orf126	1	15438310	15478960	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001136217	TMEM51	1	15479027	15546974	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_052929	FHAD1	1	15573767	15724622	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_024329	EFHD2	1	15736390	15756839	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_007272	CTRC	1	15764937	15773153	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_033440	CELA2A	1	15783222	15798586	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015849	CELA2B	1	15802595	15817895	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001229;NM_032996	CASP9	1	15818768	15851285	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015291	DNAJC16	1	15853351	15898228	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_024758	AGMAT	1	15898193	15911605	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_032341	DDI2	1	15943952	15987552	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_006511	RSC1A1	1	15986363	15988217	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015164	PLEKHM2	1	16010826	16061264	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_207348	SLC25A34	1	16062808	16067884	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013641	TMEM82	1	16068916	16074477	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_017556	FBLIM1	1	16085254	16113084	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001089591	UQCRHL	1	16133656	16134194	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_024279	FLJ37453	1	16160709	16174642	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015001	SPEN	1	16174358	16266950	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003443	ZBTB17	1	16268363	16302627	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_178840	C1orf64	1	16330730	16333184	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_014424	HSPB7	1	16340522	16345285	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004070	CLCNKA	1	16348485	16360545	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000085	CLCNKB	1	16370230	16383821	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_182623	FAM131C	1	16384263	16400127	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004431	EPHA2	1	16450831	16482582	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_153213	ARHGEF19	1	16524598	16539104	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_030907	RSG1	1	16558181	16563659	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_018994	FBXO42	1	16576558	16678948	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015609;NM_001271869	SZRD1	1	16693524	16724643	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_198546	SPATA21	1	16725137	16763919	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_018090	NECAP2	1	16767166	16786584	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_023386	CROCCP3	1	16793930	16819196	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_017940	NBPF1	1	16890411	16939982	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026752	CROCCP2	1	16944750	16957401	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_027504	MST1P2	1	16972068	16976915	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026567	ESPNP	1	17017712	17046652	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001271733	MST1L	1	17081128	17090975	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_002729	MST1P9	1	17081400	17090975	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_037446	MIR3675	1	17185443	17185516	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_014675	CROCC	1	17248444	17299474	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001135248;NM_017459	MFAP2	1	17300998	17308081	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_022089	ATP13A2	1	17312452	17338423	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003000	SDHB	1	17345224	17380665	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_007365	PADI2	1	17393255	17445948	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_013358	PADI1	1	17531620	17572501	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_016233	PADI3	1	17575592	17610727	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_012387	PADI4	1	17634689	17690495	0	0	0	0	0	0	0	0	0	0	0	0	0
