chr	start_TSS	end_TSS	name	score	strand	Ensembl_ID	start_TAD	end_TAD	w_TAD	order_lower_TAD	order_upper_TAD	Fraction
chr1	1407292	1407293	MRPL20	.	-	ENSG00000242485.6	1320000	1640000	4	2	28	0.272790625
chr1	1421768	1421769	ANKRD65	.	-	ENSG00000235098.8	1320000	1640000	4	2	28	0.318028125
chr1	1426127	1426128	TMEM88B	.	+	ENSG00000205116.3	1320000	1640000	4	2	28	0.331646875
chr1	1434860	1434861	VWA1	.	+	ENSG00000179403.12	1320000	1640000	4	2	28	0.3589375
chr1	1449688	1449689	ATAD3C	.	+	ENSG00000215915.10	1320000	1640000	4	2	28	0.405275
chr1	1471764	1471765	ATAD3B	.	+	ENSG00000160072.20	1320000	1640000	4	2	28	0.4742625
chr1	1512161	1512162	ATAD3A	.	+	ENSG00000197785.14	1320000	1640000	4	2	28	0.399496875
chr1	1540623	1540624	TMEM240	.	-	ENSG00000205090.9	1320000	1640000	4	2	28	0.31055
chr1	1574862	1574863	SSU72	.	-	ENSG00000160075.12	1320000	1640000	4	2	28	0.203553125
chr1	1600134	1600135	FNDC10	.	-	ENSG00000228594.4	1320000	1640000	4	2	28	0.124578125
chr1	1615414	1615415	MIB2	.	+	ENSG00000197530.12	1320000	1640000	4	2	28	0.07683125
chr1	1632162	1632163	MMP23B	.	+	ENSG00000189409.14	1320000	1640000	4	2	28	0.02449375
chr1	1659011	1659012	CDK11B	.	-	ENSG00000248333.8	1640000	1760000	3	28	28	0.158433333333333
chr1	1692794	1692795	SLC35E2B	.	-	ENSG00000189339.12	1640000	1760000	3	28	28	0.439958333333333
chr1	1724356	1724357	CDK11A	.	-	ENSG00000008128.23	1640000	1760000	3	28	28	0.297025
chr1	1745998	1745999	SLC35E2A	.	-	ENSG00000215790.7	1640000	1760000	3	28	28	0.116675
chr1	1780456	1780457	NADK	.	-	ENSG00000008130.15	1760000	1920000	3	28	1	0.12785625
chr1	1891116	1891117	GNB1	.	-	ENSG00000078369.18	1760000	1920000	3	28	1	0.18051875
chr1	1915107	1915108	CALML6	.	+	ENSG00000169885.10	1760000	1920000	3	28	1	0.03058125
chr1	1919278	1919279	TMEM52	.	-	ENSG00000178821.13	1760000	1920000	3	28	1	0.00450624999999999
chr1	2003836	2003837	CFAP74	.	-	ENSG00000142609.18	1760000	2080000	6	28	2	0.238009375
chr1	2019328	2019329	GABRD	.	+	ENSG00000187730.9	1760000	2080000	6	28	2	0.1896
chr1	2050410	2050411	PRKCZ	.	+	ENSG00000067606.17	1760000	2080000	6	28	2	0.09246875
chr1	2212719	2212720	FAAP20	.	-	ENSG00000162585.17	2160000	2400000	4	2	3	0.219666666666667
chr1	2228318	2228319	SKI	.	+	ENSG00000157933.10	2160000	2400000	4	2	3	0.284658333333333
chr1	2391706	2391707	MORN1	.	-	ENSG00000116151.14	2160000	2400000	4	2	3	0.0345541666666667
chr1	2391774	2391775	RER1	.	+	ENSG00000157916.20	2160000	2400000	4	2	3	0.034275
chr1	2413796	2413797	PEX10	.	-	ENSG00000157911.10	2400000	2640000	3	3	28	0.0574875
chr1	2425979	2425980	PLCH2	.	+	ENSG00000149527.18	2400000	2640000	3	3	28	0.108245833333333
chr1	2526610	2526611	PANK4	.	-	ENSG00000157881.15	2400000	2640000	3	3	28	0.472454166666667
chr1	2530262	2530263	HES5	.	-	ENSG00000197921.6	2400000	2640000	3	3	28	0.4572375
chr1	2555638	2555639	TNFRSF14	.	+	ENSG00000157873.17	2400000	2640000	3	3	28	0.351508333333333
chr1	2586490	2586491	PRXL2B	.	+	ENSG00000157870.16	2400000	2640000	3	3	28	0.222958333333333
chr1	2633015	2633016	MMEL1	.	-	ENSG00000142606.16	2400000	2640000	3	3	28	0.0291
chr1	2801716	2801717	TTC34	.	-	ENSG00000215912.12	2760000	3040000	3	28	2	0.148989285714286
chr1	3021466	3021467	ACTRT2	.	+	ENSG00000169717.7	2760000	3040000	3	28	2	0.0661928571428572
chr1	3069167	3069168	PRDM16	.	+	ENSG00000142611.17	3040000	3440000	3	2	12	0.0729175
chr1	3454664	3454665	ARHGEF16	.	+	ENSG00000130762.15	3440000	3720000	4	12	1	0.0523714285714286
chr1	3611507	3611508	MEGF6	.	-	ENSG00000162591.16	3440000	3720000	4	12	1	0.387471428571429
chr1	3625014	3625015	TPRG1L	.	+	ENSG00000158109.15	3440000	3720000	4	12	1	0.339235714285714
chr1	3652515	3652516	TP73	.	+	ENSG00000078900.15	3440000	3720000	4	12	1	0.241017857142857
chr1	3652760	3652761	WRAP73	.	-	ENSG00000116213.16	3440000	3720000	4	12	1	0.240139285714286
chr1	3746459	3746460	CCDC27	.	+	ENSG00000162592.10	3720000	3920000	4	1	25	0.132295
chr1	3772760	3772761	SMIM1	.	+	ENSG00000235169.8	3720000	3920000	4	1	25	0.2638
chr1	3796497	3796498	LRRC47	.	-	ENSG00000130764.10	3720000	3920000	4	1	25	0.38249
chr1	3857213	3857214	CEP104	.	-	ENSG00000116198.13	2760000	3880000	21	28	1	0.0203446428571429
chr1	3857266	3857267	DFFB	.	+	ENSG00000169598.15	2760000	3880000	21	28	1	0.0202982142857143
chr1	3900292	3900293	C1orf174	.	-	ENSG00000198912.11	3720000	3920000	4	1	25	0.098535
chr1	4654608	4654609	AJAP1	.	+	ENSG00000196581.11	4640000	4840000	3	11	1	0.07304
chr1	5990926	5990927	KCNAB2	.	+	ENSG00000069424.15	5760000	6000000	3	2	24	0.0378083333333333
chr1	5992472	5992473	NPHP4	.	-	ENSG00000131697.18	5760000	6000000	3	2	24	0.0313625
chr1	6180320	6180321	CHD5	.	-	ENSG00000116254.18	6000000	6200000	10	24	7	0.098395
chr1	6197756	6197757	AL031847.2	.	-	ENSG00000285629.1	6000000	6200000	10	24	7	0.011215
chr1	6205474	6205475	RNF207	.	+	ENSG00000158286.13	6200000	6440000	17	7	17	0.0228083333333333
chr1	6209388	6209389	RPL22	.	-	ENSG00000116251.11	6200000	6440000	17	7	17	0.0391208333333333
chr1	6235971	6235972	ICMT	.	-	ENSG00000116237.16	6200000	6440000	17	7	17	0.149883333333333
chr1	6244178	6244179	HES3	.	+	ENSG00000173673.8	6200000	6440000	17	7	17	0.184075
chr1	6261097	6261098	GPR153	.	-	ENSG00000158292.7	6200000	6440000	17	7	17	0.254575
chr1	6394390	6394391	ACOT7	.	-	ENSG00000097021.19	6200000	6440000	17	7	17	0.1900375
chr1	6424669	6424670	HES2	.	-	ENSG00000069812.11	6200000	6440000	17	7	17	0.063875
chr1	6424775	6424776	ESPN	.	+	ENSG00000187017.17	6200000	6440000	17	7	17	0.0634375
chr1	6466194	6466195	TNFRSF25	.	-	ENSG00000215788.10	6200000	6480000	10	7	10	0.0493035714285715
chr1	6520060	6520061	PLEKHG5	.	-	ENSG00000171680.22	6520000	6720000	6	1	4	0.000305
chr1	6554512	6554513	NOL9	.	-	ENSG00000162408.11	6520000	6720000	6	1	4	0.172565
chr1	6555306	6555307	TAS1R1	.	+	ENSG00000173662.21	6520000	6720000	6	1	4	0.17653
chr1	6579993	6579994	ZBTB48	.	+	ENSG00000204859.13	6520000	6720000	6	1	4	0.299965
chr1	6613730	6613731	PHF13	.	+	ENSG00000116273.6	6440000	6640000	17	17	10	0.13135
chr1	6614606	6614607	KLHL21	.	-	ENSG00000162413.16	6440000	6640000	17	17	10	0.126965
chr1	6624865	6624866	THAP3	.	+	ENSG00000041988.15	6440000	6640000	17	17	10	0.075675
chr1	6701923	6701924	DNAJC11	.	-	ENSG00000007923.16	6520000	6720000	6	1	4	0.09038
chr1	6785453	6785454	CAMTA1	.	+	ENSG00000171735.19	6720000	7040000	3	4	1	0.204540625
chr1	7771295	7771296	VAMP3	.	+	ENSG00000049245.13	7640000	7800000	3	6	1	0.17940625
chr1	7784319	7784320	PER3	.	+	ENSG00000049246.14	7640000	7800000	3	6	1	0.09800625
chr1	7853511	7853512	UTS2	.	-	ENSG00000049247.13	7800000	7960000	3	1	15	0.33445
chr1	7943164	7943165	TNFRSF9	.	-	ENSG00000049249.8	7800000	7960000	3	1	15	0.10521875
chr1	7954290	7954291	PARK7	.	+	ENSG00000116288.13	7800000	7960000	3	1	15	0.0356875
chr1	8026308	8026309	ERRFI1	.	-	ENSG00000116285.13	7960000	8320000	3	15	26	0.184191666666667
chr1	8317825	8317826	SLC45A1	.	+	ENSG00000162426.14	7960000	8320000	3	15	26	0.00604166666666667
chr1	8848920	8848921	RERE	.	-	ENSG00000142599.19	8360000	8880000	8	2	28	0.0597673076923077
chr1	8879189	8879190	ENO1	.	-	ENSG00000074800.16	8360000	8880000	8	2	28	0.00155769230769232
chr1	8945866	8945867	CA6	.	+	ENSG00000131686.15	8880000	9080000	12	28	5	0.32933
chr1	9026344	9026345	SLC2A7	.	-	ENSG00000197241.3	8880000	9080000	12	28	5	0.268275
chr1	9088477	9088478	SLC2A5	.	-	ENSG00000142583.18	9080000	9600000	12	5	27	0.0163038461538462
chr1	9129101	9129102	GPR157	.	-	ENSG00000180758.12	9120000	9200000	4	12	5	0.113775
chr1	9234774	9234775	H6PD	.	+	ENSG00000049239.12	9200000	9480000	4	5	2	0.124192857142857
chr1	9292893	9292894	SPSB1	.	+	ENSG00000171621.14	9200000	9480000	4	5	2	0.331760714285714
chr1	9539464	9539465	SLC25A33	.	+	ENSG00000171612.7	9480000	9600000	3	2	27	0.495533333333333
chr1	9588910	9588911	TMEM201	.	+	ENSG00000188807.13	9480000	9600000	3	2	27	0.0924166666666667
chr1	9651730	9651731	PIK3CD	.	+	ENSG00000171608.16	9640000	10440000	9	1	23	0.0146625
chr1	9823983	9823984	CLSTN1	.	-	ENSG00000171603.18	9600000	9880000	6	27	2	0.200057142857143
chr1	9910335	9910336	CTNNBIP1	.	-	ENSG00000178585.15	9600000	9920000	3	27	3	0.0302
chr1	9943406	9943407	LZIC	.	-	ENSG00000162441.12	9920000	10480000	3	3	5	0.0417982142857143
chr1	9943427	9943428	NMNAT1	.	+	ENSG00000173614.14	9920000	10480000	3	3	5	0.0418339285714286
chr1	9997205	9997206	RBP7	.	+	ENSG00000162444.12	9920000	10480000	3	3	5	0.137866071428571
chr1	10032831	10032832	UBE4B	.	+	ENSG00000130939.20	9920000	10480000	3	3	5	0.201483928571429
chr1	10210804	10210805	KIF1B	.	+	ENSG00000054523.17	9880000	10440000	29	2	23	0.409278571428571
chr1	10398591	10398592	PGD	.	+	ENSG00000142657.21	9880000	10440000	29	2	23	0.0739446428571429
chr1	10430101	10430102	CENPS-CORT	.	+	ENSG00000251503.8	9880000	10440000	29	2	23	0.0176767857142857
chr1	10430432	10430433	CENPS	.	+	ENSG00000175279.22	9880000	10440000	29	2	23	0.0170857142857143
chr1	10449718	10449719	CORT	.	+	ENSG00000241563.3	10440000	11000000	8	23	25	0.0173535714285714
chr1	10472287	10472288	PEX14	.	+	ENSG00000142655.13	9920000	10480000	3	3	5	0.0137732142857143
chr1	10472528	10472529	DFFA	.	-	ENSG00000160049.12	9920000	10480000	3	3	5	0.0133410714285714
chr1	10796649	10796650	CASZ1	.	-	ENSG00000130940.15	10480000	11000000	3	5	25	0.391057692307692
chr1	10982036	10982037	C1orf127	.	-	ENSG00000175262.14	10480000	11000000	3	5	25	0.0345442307692307
chr1	11012343	11012344	TARDBP	.	+	ENSG00000120948.17	11000000	11240000	7	25	2	0.0514291666666667
chr1	11012661	11012662	AL109811.3	.	+	ENSG00000277726.4	11000000	11240000	7	25	2	0.0527541666666667
chr1	11047238	11047239	MASP2	.	-	ENSG00000009724.17	11000000	11240000	7	25	2	0.196829166666667
chr1	11060019	11060020	SRM	.	-	ENSG00000116649.10	11000000	11240000	7	25	2	0.250083333333333
chr1	11099868	11099869	EXOSC10	.	-	ENSG00000171824.14	11000000	11240000	7	25	2	0.416120833333333
chr1	11189354	11189355	ANGPTL7	.	+	ENSG00000171819.5	11000000	11240000	7	25	2	0.211025
chr1	11262550	11262551	MTOR	.	-	ENSG00000198793.13	11000000	11280000	4	25	3	0.0623178571428571
chr1	11273205	11273206	UBIAD1	.	+	ENSG00000120942.13	11000000	11280000	4	25	3	0.0242678571428571
chr1	11479154	11479155	DISP3	.	+	ENSG00000204624.8	11280000	11640000	4	3	4	0.446794444444444
chr1	11654374	11654375	FBXO44	.	+	ENSG00000132879.14	11640000	11760000	4	4	1	0.119783333333333
chr1	11655784	11655785	FBXO2	.	-	ENSG00000116661.11	11640000	11760000	4	4	1	0.131541666666667
chr1	11664199	11664200	FBXO6	.	+	ENSG00000116663.11	11640000	11760000	4	4	1	0.201658333333333
chr1	11691649	11691650	MAD2L2	.	-	ENSG00000116670.15	11640000	11760000	4	4	1	0.430416666666667
chr1	11691709	11691710	DRAXIN	.	+	ENSG00000162490.7	11640000	11760000	4	4	1	0.430908333333333
chr1	11736083	11736084	AGTRAP	.	+	ENSG00000177674.16	11640000	11760000	4	4	1	0.199308333333333
chr1	11761786	11761787	C1orf167	.	+	ENSG00000215910.7	11760000	12040000	4	1	3	0.00637857142857146
chr1	11806095	11806096	CLCN6	.	+	ENSG00000011021.23	11760000	12040000	4	1	3	0.164625
chr1	11806454	11806455	MTHFR	.	-	ENSG00000177000.13	11760000	12040000	4	1	3	0.165910714285714
chr1	11848344	11848345	NPPA	.	-	ENSG00000175206.10	11000000	11920000	12	25	8	0.0778858695652174
chr1	11858944	11858945	NPPB	.	-	ENSG00000120937.9	11000000	11920000	12	25	8	0.0663641304347826
chr1	11926427	11926428	KIAA2013	.	-	ENSG00000116685.16	11920000	12000000	12	8	6	0.08035
chr1	11934204	11934205	PLOD1	.	+	ENSG00000083444.17	11920000	12000000	12	8	6	0.17755
chr1	11980180	11980181	MFN2	.	+	ENSG00000116688.17	11920000	12000000	12	8	6	0.24775
chr1	12019465	12019466	MIIP	.	+	ENSG00000116691.11	12000000	12080000	9	6	5	0.2433125
chr1	12063302	12063303	TNFRSF8	.	+	ENSG00000120949.15	12000000	12080000	9	6	5	0.208725
chr1	12166990	12166991	TNFRSF1B	.	+	ENSG00000028137.19	12080000	12240000	5	5	6	0.4563125
chr1	12230029	12230030	VPS13D	.	+	ENSG00000048707.15	12080000	12240000	5	5	6	0.06231875
chr1	12618209	12618210	DHRS3	.	-	ENSG00000162496.9	12280000	12680000	3	1	1	0.154475
chr1	12644546	12644547	AADACL4	.	+	ENSG00000204518.2	12280000	12680000	3	1	1	0.088635
chr1	12716109	12716110	AADACL3	.	+	ENSG00000188984.12	12680000	12840000	3	1	28	0.22568125
chr1	12746199	12746200	C1orf158	.	+	ENSG00000157330.10	12680000	12840000	3	1	28	0.41374375
chr1	12774840	12774841	PRAMEF12	.	+	ENSG00000116726.4	12680000	12840000	3	1	28	0.40725
chr1	12791396	12791397	PRAMEF1	.	+	ENSG00000116721.9	12680000	12840000	3	1	28	0.303775
chr1	12831409	12831410	PRAMEF11	.	-	ENSG00000239810.3	12680000	12840000	3	1	28	0.0536875
chr1	12848724	12848725	HNRNPCL1	.	-	ENSG00000179172.9	12840000	13360000	3	28	28	0.0167788461538462
chr1	12857085	12857086	PRAMEF2	.	+	ENSG00000120952.4	12840000	13360000	3	28	28	0.0328557692307692
chr1	12886200	12886201	PRAMEF4	.	-	ENSG00000243073.4	12840000	13360000	3	28	28	0.0888480769230769
chr1	12898269	12898270	PRAMEF10	.	-	ENSG00000187545.5	12840000	13360000	3	28	28	0.112057692307692
chr1	12916609	12916610	PRAMEF7	.	+	ENSG00000204510.5	12840000	13360000	3	28	28	0.147325
chr1	12947579	12947580	PRAMEF6	.	-	ENSG00000232423.6	12840000	13360000	3	28	28	0.206884615384615
chr1	13056490	13056491	PRAMEF27	.	-	ENSG00000274764.5	12840000	13360000	3	28	28	0.416328846153846
chr1	13060868	13060869	HNRNPCL3	.	+	ENSG00000277058.2	12840000	13360000	3	28	28	0.424746153846154
chr1	13068676	13068677	PRAMEF25	.	+	ENSG00000229571.7	12840000	13360000	3	28	28	0.439761538461539
chr1	13116853	13116854	HNRNPCL2	.	-	ENSG00000275774.3	12840000	13360000	3	28	28	0.467588461538462
chr1	13155960	13155961	PRAMEF26	.	-	ENSG00000280267.4	12840000	13360000	3	28	28	0.392382692307692
chr1	13165466	13165467	HNRNPCL4	.	-	ENSG00000179412.10	12840000	13360000	3	28	28	0.374101923076923
chr1	13172454	13172455	PRAMEF9	.	+	ENSG00000204505.4	12840000	13360000	3	28	28	0.360665384615385
chr1	13201408	13201409	PRAMEF13	.	-	ENSG00000279169.3	12840000	13360000	3	28	28	0.304982692307692
chr1	13226105	13226106	PRAMEF18	.	-	ENSG00000279804.2	12840000	13360000	3	28	28	0.257488461538462
chr1	13254211	13254212	PRAMEF5	.	+	ENSG00000270601.4	12840000	13360000	3	28	28	0.203440384615385
chr1	13285173	13285174	PRAMEF8	.	-	ENSG00000182330.10	12840000	13360000	3	28	28	0.143896153846154
chr1	13303538	13303539	PRAMEF33	.	+	ENSG00000237700.2	12840000	13360000	3	28	28	0.108580769230769
chr1	13315580	13315581	PRAMEF15	.	+	ENSG00000204501.7	12840000	13360000	3	28	28	0.0854230769230769
chr1	13347133	13347134	PRAMEF14	.	-	ENSG00000204481.8	12840000	13360000	3	28	28	0.0247423076923077
chr1	13371899	13371900	PRAMEF19	.	-	ENSG00000204480.8	13360000	13640000	3	28	2	0.0425
chr1	13389631	13389632	PRAMEF17	.	+	ENSG00000204479.4	13360000	13640000	3	28	2	0.105825
chr1	13410449	13410450	PRAMEF20	.	+	ENSG00000204478.9	13360000	13640000	3	28	2	0.180175
chr1	13514002	13514003	LRRC38	.	-	ENSG00000162494.6	13360000	13640000	3	28	2	0.449989285714286
chr1	13583464	13583465	PDPN	.	+	ENSG00000162493.16	13360000	13640000	3	28	2	0.201914285714286
chr1	13700197	13700198	PRDM2	.	+	ENSG00000116731.22	13640000	14000000	3	2	9	0.167213888888889
chr1	13892791	13892792	KAZN	.	+	ENSG00000189337.17	13360000	13960000	7	28	3	0.112015
chr1	15152531	15152532	TMEM51	.	+	ENSG00000171729.14	15120000	15280000	3	22	1	0.20331875
chr1	15247271	15247272	FHAD1	.	+	ENSG00000142621.19	15120000	15280000	3	22	1	0.20455625
chr1	15409887	15409888	EFHD2	.	+	ENSG00000142634.13	15320000	15480000	4	12	15	0.43820625
chr1	15438441	15438442	CTRC	.	+	ENSG00000162438.12	15320000	15480000	4	12	15	0.25974375
chr1	15456727	15456728	CELA2A	.	+	ENSG00000142615.8	15320000	15480000	4	12	15	0.14545625
chr1	15465908	15465909	CELA2B	.	+	ENSG00000215704.10	15320000	15480000	4	12	15	0.088075
chr1	15526533	15526534	CASP9	.	-	ENSG00000132906.18	15520000	15760000	3	6	13	0.027225
chr1	15526812	15526813	DNAJC16	.	+	ENSG00000116138.13	15520000	15760000	3	6	13	0.0283833333333333
chr1	15585050	15585051	AGMAT	.	-	ENSG00000116771.6	15520000	15760000	3	6	13	0.271045833333333
chr1	15617457	15617458	DDI2	.	+	ENSG00000197312.12	15520000	15760000	3	6	13	0.406070833333333
chr1	15659868	15659869	RSC1A1	.	+	ENSG00000215695.1	15520000	15760000	3	6	13	0.417216666666667
chr1	15684319	15684320	PLEKHM2	.	+	ENSG00000116786.13	15520000	15760000	3	6	13	0.3153375
chr1	15736257	15736258	SLC25A34	.	+	ENSG00000162461.8	15520000	15760000	3	6	13	0.0989291666666667
chr1	15742498	15742499	TMEM82	.	+	ENSG00000162460.7	15520000	15760000	3	6	13	0.072925
chr1	15756606	15756607	FBLIM1	.	+	ENSG00000162458.13	15520000	15760000	3	6	13	0.0141416666666667
chr1	15809347	15809348	UQCRHL	.	-	ENSG00000233954.6	15760000	16000000	3	13	2	0.205616666666667
chr1	15836094	15836095	SPEN	.	+	ENSG00000065526.12	15760000	16000000	3	13	2	0.317058333333333
chr1	15976131	15976132	ZBTB17	.	-	ENSG00000116809.11	15760000	16000000	3	13	2	0.09945
chr1	16004235	16004236	SRARP	.	+	ENSG00000183888.4	16000000	16200000	3	2	3	0.021175
chr1	16018874	16018875	CLCNKA	.	+	ENSG00000186510.12	16000000	16200000	3	2	3	0.09437
chr1	16019593	16019594	HSPB7	.	-	ENSG00000173641.17	16000000	16200000	3	2	3	0.09797
chr1	16043735	16043736	CLCNKB	.	+	ENSG00000184908.17	16040000	16200000	5	6	3	0.02334375
chr1	16073650	16073651	FAM131C	.	-	ENSG00000185519.9	16040000	16200000	5	6	3	0.21031875
chr1	16156068	16156069	EPHA2	.	-	ENSG00000142627.13	16040000	16200000	5	6	3	0.27456875
chr1	16212651	16212652	ARHGEF19	.	-	ENSG00000142632.17	16200000	16480000	3	3	28	0.0451857142857143
chr1	16237182	16237183	CPLANE2	.	-	ENSG00000132881.12	16200000	16480000	3	3	28	0.132796428571429
chr1	16352479	16352480	FBXO42	.	-	ENSG00000037637.11	16200000	16480000	3	3	28	0.455428571428571
chr1	16352574	16352575	SZRD1	.	+	ENSG00000055070.17	16200000	16480000	3	3	28	0.455092857142857
chr1	16437423	16437424	SPATA21	.	-	ENSG00000187144.11	16200000	16480000	3	3	28	0.152057142857143
chr1	16440720	16440721	NECAP2	.	+	ENSG00000157191.20	16200000	16480000	3	3	28	0.140285714285714
chr1	16613561	16613562	NBPF1	.	-	ENSG00000219481.10	16480000	16880000	3	28	28	0.333905
chr1	16740272	16740273	CROCC	.	+	ENSG00000058453.17	16480000	16880000	3	28	28	0.34932
chr1	16980631	16980632	MFAP2	.	-	ENSG00000117122.14	16880000	17080000	3	28	2	0.49684
chr1	17011927	17011928	ATP13A2	.	-	ENSG00000159363.18	16880000	17080000	3	28	2	0.34036
chr1	17054031	17054032	SDHB	.	-	ENSG00000117118.10	16880000	17080000	3	28	2	0.12984
chr1	17119450	17119451	PADI2	.	-	ENSG00000117115.13	17080000	17400000	3	2	7	0.123284375
chr1	17205127	17205128	PADI1	.	+	ENSG00000142623.11	17080000	17400000	3	2	7	0.391021875
chr1	17249097	17249098	PADI3	.	+	ENSG00000142619.4	17080000	17400000	3	2	7	0.471571875
chr1	17308194	17308195	PADI4	.	+	ENSG00000159339.13	17080000	17400000	3	2	7	0.28689375
chr1	17372195	17372196	PADI6	.	+	ENSG00000276747.1	17080000	17400000	3	2	7	0.086890625
chr1	17439676	17439677	RCC2	.	-	ENSG00000179051.14	17400000	17480000	7	7	3	0.4959625
chr1	17539697	17539698	ARHGEF10L	.	+	ENSG00000074964.17	17480000	17640000	9	3	4	0.37310625
chr1	17755332	17755333	ACTL8	.	+	ENSG00000117148.8	17680000	18600000	4	5	14	0.0818826086956522
chr1	18107797	18107798	IGSF21	.	+	ENSG00000117154.12	17680000	18600000	4	5	14	0.464996739130435
chr1	18480981	18480982	KLHDC7A	.	+	ENSG00000179023.8	17680000	18600000	4	5	14	0.12936847826087
chr1	18630845	18630846	PAX7	.	+	ENSG00000009709.12	18600000	18880000	3	14	28	0.110160714285714
chr1	18859681	18859682	TAS1R2	.	-	ENSG00000179002.5	18600000	18880000	3	14	28	0.0725642857142857
chr1	18902723	18902724	ALDH4A1	.	-	ENSG00000159423.17	18880000	19120000	3	28	26	0.0946833333333333
chr1	18956675	18956676	IFFO2	.	-	ENSG00000169991.11	18880000	19120000	3	28	26	0.319483333333333
chr1	19210265	19210266	UBR4	.	-	ENSG00000127481.15	19120000	19240000	5	26	5	0.247783333333333
chr1	19251526	19251527	EMC1	.	-	ENSG00000127463.15	19240000	19760000	7	5	12	0.0221673076923077
chr1	19251804	19251805	MRTO4	.	+	ENSG00000053372.5	19240000	19760000	7	5	12	0.0227
chr1	19288769	19288770	AKR7A3	.	-	ENSG00000162482.5	19280000	19680000	3	1	2	0.021925
chr1	19312145	19312146	AKR7A2	.	-	ENSG00000053371.12	19280000	19680000	3	1	2	0.080365
chr1	19312325	19312326	SLC66A1	.	+	ENSG00000040487.13	19280000	19680000	3	1	2	0.0808125
chr1	19484402	19484403	MICOS10	.	+	ENSG00000173436.15	19280000	19680000	3	1	2	0.488995
chr1	19485538	19485539	CAPZB	.	-	ENSG00000077549.18	19280000	19680000	3	1	2	0.4861525
chr1	19596978	19596979	NBL1	.	+	ENSG00000158747.14	19280000	19680000	3	1	2	0.207555
chr1	19597066	19597067	MICOS10-NBL1	.	+	ENSG00000270136.6	19280000	19680000	3	1	2	0.207335
chr1	19664874	19664875	HTR6	.	+	ENSG00000158748.4	19280000	19680000	3	1	2	0.037815
chr1	19799944	19799945	TMCO4	.	-	ENSG00000162542.13	19760000	19880000	7	12	28	0.332875
